Domain,Sub_domain,Question,
금융보안법률,개인정보보호,"According to Article 67 of the Personal Information Protection Act, by when must the Protection Commission submit a report on the establishment and implementation of personal information protection policies each year?
1 Before the opening of the regular session of the National Assembly
2 Within one month after the opening of the regular session of the National Assembly
3 By December 31 each year
4 By January 31 each year",
금융보안법률,개인정보보호,"Which of the following is an appropriate task that a professional personal information management agency can perform?
1 Establishment and standardization of a personal information transfer system to support the exercise of data subjects' rights
2 Forcing data subjects to request the transfer of their personal information
3 Engaging in activities that may infringe on personal information or restrict the rights of data subjects
4 Being designated through false or fraudulent means",
금융보안법률,개인정보보호,"According to Article 35-4 of the Personal Information Protection Act, in which cases can a personal information controller who has received a request to transfer personal information refuse the transfer?
1 When the identity of the data subject cannot be verified
2 When the data subject has withdrawn the transfer request
3 When the personal information was collected by a public institution
4 When the personal information has already been transferred to another institution",
금융보안법률,개인정보보호,"According to Article 64 of the Personal Information Protection Act, which institution cannot be ordered to take corrective action by the Personal Information Protection Commission?
1 Central administrative agencies
2 Local governments
3 The National Assembly
4 The Constitutional Court",
금융보안법률,개인정보보호,"According to Article 60 of the Enforcement Decree of the Personal Information Protection Act, if there is a significant possibility that an incident may occur which infringes on the rights or interests of a data subject, such as a personal information leak, which organization can the Protection Commission consult for technical matters?
1 Korea Internet & Security Agency (KISA)
2 Financial Supervisory Service
3 Personal Information Protection Commission
4 National Intelligence Service",
금융보안법률,개인정보보호,"According to Article 74-2 of the Personal Information Protection Act, what measures can be taken if confiscation is not possible?
1 Collect the equivalent value of the relevant goods
2 Return the relevant goods
3 Donate the relevant goods
4 Store the relevant goods",
금융보안법률,개인정보보호,"According to Article 70 of the Personal Information Protection Act, what is the penalty imposed on a person who, with the intent to interfere with a public institution's personal information processing duties, alters or deletes personal information and causes serious disruption?

1 Imprisonment for not more than 5 years or a fine not exceeding 50 million won  
2 Imprisonment for not more than 10 years or a fine not exceeding 100 million won  
3 Imprisonment for not more than 3 years or a fine not exceeding 30 million won  
4 Imprisonment for not more than 1 year or a fine not exceeding 10 million won",
금융보안법률,개인정보보호,"If a personal information controller receives a request from a data subject to correct or delete their personal information, within what period must they notify the data subject of the result?
1 Within 5 days  
2 Within 10 days  
3 Within 15 days  
4 Within 20 days",
금융보안법률,개인정보보호,"According to Article 7-4 of the Personal Information Protection Act, what is the term of office for a committee member, and how many times can they be reappointed?
1 2 years, can be reappointed once
2 3 years, can be reappointed once
3 4 years, can be reappointed twice
4 5 years, can be reappointed twice",
금융보안법률,개인정보보호,"According to Article 71 of the Personal Information Protection Act, what is the correct punishment for providing personal information to a third party without the data subject’s consent?
1 Imprisonment for up to 3 years or a fine of up to 30 million won
2 Imprisonment for up to 5 years or a fine of up to 50 million won
3 Imprisonment for up to 7 years or a fine of up to 70 million won
4 Imprisonment for up to 10 years or a fine of up to 100 million won",
금융보안법률,개인정보보호,"According to Article 32 of the Act on the Registration and Disclosure of Personal Information Files, within how many days from the date a public institution begins operating a personal information file must the head of the institution apply for registration with the Protection Committee?
1 30 days  
2 60 days  
3 90 days  
4 120 days",
금융보안법률,개인정보보호,"According to Article 74 of the Personal Information Protection Act, if a representative of a corporation, or an agent, employee, or other worker of a corporation or individual commits a violation corresponding to Article 70 in the course of the corporation’s or individual’s business, what is the maximum amount of the fine that can be imposed on the corporation or individual?
1 50 million won
2 70 million won
3 100 million won
4 200 million won",
금융보안법률,개인정보보호,"According to Article 12 of the Personal Information Protection Act, what can the Personal Information Protection Commission recommend to personal information controllers?
1 The purposes of collection and use of personal information
2 Compliance with personal information protection guidelines
3 Methods for destroying personal information
4 Procedures for providing personal information to third parties",
금융보안법률,개인정보보호,"Which document must include the actions taken and improvement plans based on the results of a personal information infringement risk assessment?
1 Personal Information Protection Policy  
2 Personal Information Impact Assessment Report  
3 Personal Information Processing Policy  
4 Personal Information Breach Notification",
금융보안법률,개인정보보호,"According to Article 3 of the Personal Information Protection Act, which of the following is NOT an appropriate requirement that a personal information processor must comply with when handling personal information?

1 The purpose of processing personal information must be clear.
2 Even when it is possible to process personal information using pseudonymization, anonymization should be used.
3 The level of risk must be considered to ensure the secure management of personal information.
4 The privacy policy must be made public.",
금융보안법률,개인정보보호,"Which of the following is correct regarding measures to ensure the security of unique identification information?
1 Unique identification information can be stored without encryption.
2 Measures must be taken to prevent the loss, theft, or leakage of unique identification information.
3 Protective measures for unique identification information are only taken upon the data subject’s request.
4 Ensuring the security of unique identification information is not a legal obligation.",
금융보안법률,개인정보보호,"Which of the following is the most appropriate explanation regarding the ""duties of the state, etc.""?

1 The state and local governments have no legal responsibility to protect personal information.
2 The state and local governments must establish and implement policies for the protection of personal information.
3 The state and local governments are prohibited from international cooperation related to personal information protection.
4 The state and local governments do not support the development of technologies for personal information protection.",
금융보안법률,개인정보보호,"Which of the following is a requirement that must be met when appointing a domestic representative?
1 The domestic representative must have an address abroad.
2 The domestic representative must be appointed in writing.
3 The domestic representative must handle personal information directly.
4 The domestic representative must have annual sales of at least 1 trillion won.",
금융보안법률,개인정보보호,"According to Article 57 of the Personal Information Protection Act, by what is the procedure for class actions determined?
1 Act of the National Assembly (Law)
2 Supreme Court Rules
3 Presidential Decree
4 Administrative Rules",
금융보안법률,개인정보보호,"According to Article 23 of the Personal Information Protection Act, ""Restriction on Processing of Sensitive Information,"" in which of the following cases is it permissible to process sensitive information?

1 When processing without the data subject's consent
2 When the processing of sensitive information is required or permitted by law
3 When there is a significant risk of infringing on the data subject's privacy
4 When the personal information controller has not taken measures to ensure the security of sensitive information",
금융보안법률,개인정보보호,"According to Article 22-2 of the Personal Information Protection Act, which of the following is the correct procedure required to process the personal information of children under the age of 14?

1 It is sufficient to obtain only the child's consent.
2 The consent of the legal guardian must be obtained.
3 The consent of the child's friend must be obtained.
4 The consent of the child's school must be obtained.",
금융보안법률,개인정보보호,"Which of the following is the correct information that can be collected to obtain the legal guardian’s consent regarding the processing of a child’s personal information?
1 The legal guardian’s occupational information
2 The legal guardian’s name and contact information
3 The child’s school grades
4 The child’s list of friends",
금융보안법률,개인정보보호,"Which of the following entities can establish and operate a system to electronically process the registration details of personal information files?
1 Personal information controller
2 Protection Commission
3 Head of a public institution
4 Data subject",
금융보안법률,개인정보보호,"Who is responsible for establishing the Basic Plan for Personal Information Protection?
1 The National Assembly
2 The Protection Commission
3 Local Governments
4 The National Election Commission",
금융보안법률,개인정보보호,"Which institution is required to prepare and submit an annual implementation plan for personal information protection, as mandated for the heads of central administrative agencies?
1 National Assembly
2 Protection Commission
3 Constitutional Court
4 National Election Commission",
금융보안법률,개인정보보호,"When a personal information handler becomes aware of a personal information breach, which organization must they report it to according to Article 62 of the Personal Information Protection Act?
1 National Police Agency
2 Protection Commission or specialized agency
3 Financial Supervisory Service
4 National Tax Service",
금융보안법률,개인정보보호,"Which of the following is a correct explanation regarding Article 48, ""Refusal and Suspension of Mediation,"" of the Personal Information Protection Act?

1 The Dispute Mediation Committee must accept all mediation applications without exception.
2 The Dispute Mediation Committee may refuse mediation applications that are filed for improper purposes.
3 The Dispute Mediation Committee must continue mediation even if a lawsuit has been filed.
4 The Dispute Mediation Committee does not need to inform the parties of the reasons for refusing mediation.",
금융보안법률,개인정보보호,"Which of the following best describes Article 46, ""Recommendation for Settlement Before Mediation,"" of the Personal Information Protection Act?

1 The Dispute Mediation Committee cannot recommend a settlement before mediation.
2 The Dispute Mediation Committee can recommend a settlement before mediation.
3 The Dispute Mediation Committee can force a settlement before mediation.
4 The Dispute Mediation Committee can ignore a settlement before mediation.",
금융보안법률,개인정보보호,"In what cases can the Dispute Mediation Committee extend the processing period?
1 When requested by the applicant
2 By resolution of the Dispute Mediation Committee
3 When there is a court order
4 When requested by the personal information handler",
금융보안법률,개인정보보호,"When recording images of people with a mobile video information processing device, which of the following is an appropriate measure to notify them of the recording?

1 Proceed with recording without notifying them.
2 Indicate the recording using lights, sounds, signs, etc.
3 Proceed with recording without the data subject’s consent.
4 Notify the data subject after recording.",
금융보안법률,개인정보보호,"How is the personal information protection certification audit conducted according to Article 32-2 of the Personal Information Protection Act?
1 Electronic document review
2 Document review or on-site inspection
3 Online review
4 Telephone review",
금융보안법률,개인정보보호,"Which of the following is correct regarding the matters that must be substantiated when applying for a confidentiality order under Article 39-4 of the Personal Information Protection Act?

1 The fact that the trade secret has already been disclosed  
2 The concern that the trade secret may be used for purposes other than the conduct of the lawsuit  
3 The fact that the trade secret is already protected by the court  
4 The fact that the trade secret has been used in another lawsuit",
금융보안법률,개인정보보호,"Which of the following statements about the composition of the Personal Information Protection Commission is correct?
1 The chairperson is appointed directly by the president.
2 The commission consists of a total of 9 members, with 2 standing members.
3 All members are appointed upon the recommendation of the National Assembly.
4 Members do not need to have any experience related to personal information protection.",
금융보안법률,개인정보보호,"According to Article 7-11 of the Personal Information Protection Act, in which of the following cases may a committee member recuse themselves from deliberation and resolution?

1 When the committee member has no interest in the matter concerned
2 When the committee member has testified regarding the matter concerned
3 When the committee member is not a relative of the party concerned
4 When the committee member has not provided legal advice regarding the matter concerned",
금융보안법률,개인정보보호,"Which of the following is the correct requirement for convening a meeting of the Protection Committee?
1 When the chairperson deems it necessary or upon the request of at least one-third of the total members
2 When the chairperson deems it necessary or upon the request of at least one-fourth of the total members
3 When the chairperson deems it necessary or upon the request of at least one-half of the total members
4 When the chairperson deems it necessary or upon the request of at least one-fifth of the total members",
금융보안법률,개인정보보호,"According to Article 38 of the Personal Information Protection Act, what actions can a data subject take if a personal information controller refuses their request for access, etc.?
1 Request to another personal information controller
2 Raise an objection
3 Legal action
4 Change the personal information controller",
금융보안법률,개인정보보호,"According to Article 39-3 of the Personal Information Protection Act, what measures can the court take if a person who has been ordered to submit materials fails to comply with the order without a valid reason?

1 Cancel the order to submit materials.
2 Recognize the applicant’s claims regarding the contents of the materials as true.
3 Impose a fine on the person who was ordered to submit materials.
4 Detain the person who was ordered to submit materials.",
금융보안법률,개인정보보호,"Which of the following is NOT a correct condition under Article 35-2 of the Personal Information Protection Act regarding when a data subject may request the transfer of their personal information?

1 The personal information requested for transfer must be processed by an information processing device.
2 The personal information requested for transfer must be information separately generated based on the personal information collected by the personal information controller.
3 The data subject may request the transfer from personal information controllers who meet the standards prescribed by Presidential Decree.
4 The transfer request can only be made when the identity of the data subject has been verified.",
금융보안법률,개인정보보호,"For what main purpose is the notification of improvement recommendations, as mentioned in Article 50-2 of the Personal Information Protection Act, carried out?
1 To strengthen the punishment of personal information handlers
2 To protect the rights of data subjects and safeguard personal information
3 To disclose personal information leakage incidents
4 To increase the efficiency of personal information processing",
금융보안법률,개인정보보호,"According to Article 47 of the Personal Information Protection Act, what happens if a party does not indicate whether they accept the mediation proposal after the Dispute Mediation Committee presents it?
1 The mediation is automatically rejected.
2 The mediation is automatically accepted.
3 The mediation is automatically suspended.
4 The mediation is automatically postponed.",
금융보안법률,개인정보보호,"If information that can identify a specific individual is generated during the processing of pseudonymized data, what action must be taken in accordance with Article 28-5?

1 Immediately destroy the information and retain it for more than 3 years.
2 Stop processing the information and promptly retrieve and destroy it.
3 Safely store the information and change the purpose of processing.
4 Provide the information to a third party and keep a record.",
금융보안법률,개인정보보호,"According to Article 69 of the Personal Information Protection Act, in which case are officers and employees of relevant agencies who are engaged in tasks entrusted with the authority of the Protection Commission or the head of the relevant central administrative agency regarded as public officials?

1 When violating the internal regulations of the Protection Commission  
2 When applying the provisions of Articles 129 to 132 of the Criminal Act  
3 When executing the budget of the Protection Commission  
4 When attending internal meetings of the Protection Commission",
금융보안법률,개인정보보호,"According to Article 47 of the Personal Information Protection Act, if a party who has been presented with a mediation proposal does not indicate whether they accept it within how many days from the date they received it, is it considered that they have accepted the mediation?
1 7 days  
2 10 days  
3 15 days  
4 20 days",
금융보안법률,개인정보보호,"According to Article 39 of the Personal Information Protection Act, if a personal information controller is liable for damages due to the loss, theft, leakage, forgery, alteration, or destruction of personal information, what is the maximum amount of damages that the data subject can claim?
1 1,000,000 won
2 2,000,000 won
3 3,000,000 won
4 4,000,000 won",
금융보안법률,개인정보보호,"How many days does the Dispute Mediation Committee have to prepare a mediation proposal after receiving an application for dispute mediation?
1 30 days  
2 45 days  
3 60 days  
4 90 days",
금융보안법률,개인정보보호,"When a personal information handler becomes aware of a personal information breach, within what time frame must they report it according to Article 39 of the Personal Information Protection Act?
1 Within 24 hours
2 Within 48 hours
3 Within 72 hours
4 Within 96 hours",
금융보안법률,개인정보보호,"According to Article 63 of the Personal Information Protection Act, what action must the Protection Committee take when digitizing materials?
1 Measures to reduce the volume of materials
2 Measures to verify the accuracy of the materials
3 Supplementary measures to prevent the leakage of personal information and trade secrets
4 Preparatory measures for disclosure of the materials",
금융보안법률,개인정보보호,"Which of the following is NOT a person who is disqualified from being appointed as a member of the Protection Committee?
1 A person who has been declared bankrupt
2 A person who has received a suspended sentence of imprisonment or higher
3 A public official in charge of personal information protection-related duties
4 A person who has been convicted of a sexual offense",
금융보안법률,개인정보보호,"Which of the following is NOT a matter deliberated and decided by the Protection Committee?
1 Matters related to the assessment of personal information infringement factors
2 Matters related to the basic plan and implementation plan
3 Matters related to cooperation with international organizations for personal information protection
4 Matters related to recommendations for improvement to relevant agencies",
금융보안법률,개인정보보호,"According to Article 65 of the Personal Information Protection Act, in which cases can the Personal Information Protection Commission file a complaint or recommend disciplinary action?
1 When a personal information breach occurs
2 When the personal information processing policy is violated
3 When the Personal Information Protection Act is violated
4 When the retention period for personal information is exceeded",
금융보안법률,개인정보보호,"Which of the following is correct regarding the Personal Information Protection Day?
1 It is designated as October 1 every year.
2 Personal Information Protection Day is not legally designated.
3 Personal Information Protection Day is designated as September 30 every year.
4 Personal Information Protection Day is designated as December 31 every year.",
금융보안법률,개인정보보호,"Which of the following is NOT included as an evaluation criterion in the assessment of personal information infringement factors?
1 The types and nature of personal information included in the personal information file
2 Whether measures have been taken for each risk factor of personal information infringement
3 Response measures in case of personal information leakage
4 The possibility of personal information infringement",
금융보안법률,개인정보보호,"According to Article 39-7 of the Personal Information Protection Act, which of the following is NOT an appropriate measure that a personal information controller should take to fulfill liability for damages?
1 Purchase insurance or join a mutual aid association
2 Accumulate reserves
3 Immediately notify in the event of a personal information breach
4 Take measures in accordance with standards prescribed by Presidential Decree",
금융보안법률,개인정보보호,"Which of the following is NOT an act punishable under Article 70 of the Personal Information Protection Act?

1 A person who acquires personal information by false or fraudulent means and provides it to a third party for profit
2 A person who alters personal information with the intent to interfere with a public institution’s personal information processing duties
3 A person who encrypts personal information to protect it
4 A person who brokers personal information acquired by unlawful means to a third party",
금융보안법률,개인정보보호,"Which of the following is NOT one of the purposes of Article 1 of the Personal Information Protection Act?

1 To promote the secure handling of personal information  
2 To guarantee the right of self-determination over personal information  
3 To promote the international distribution of personal information  
4 To prevent the abuse and misuse of personal information",
금융보안법률,개인정보보호,"Which of the following is NOT a measure that the Protection Commission may order for the protection of personal information under Article 64 of the Personal Information Protection Act?
1 Suspension of acts infringing on personal information
2 Temporary suspension of personal information processing
3 Deletion of personal information
4 Other measures for the protection of personal information and prevention of infringement",
금융보안법률,개인정보보호,"Which of the following is the correct document to be attached to an application for permission to file a class action lawsuit?
1 The estimated cost of the lawsuit
2 The financial status of the organization filing the lawsuit
3 Documents proving that the personal information handler refused mediation
4 The plaintiff's personal information",
금융보안법률,개인정보보호,"Which of the following is NOT included in the evaluation criteria for a Personal Information Impact Assessment?
1 The types and nature of personal information contained in the personal information file
2 Whether measures have been taken for each risk factor of personal information infringement
3 The storage location of the personal information file
4 The level of measures taken to ensure security",
금융보안법률,개인정보보호,"According to Article 39-2 of the Personal Information Protection Act, what must a personal information controller prove in order to be exempt from liability when a data subject’s personal information is damaged due to the controller’s intent or negligence?
1 The route through which the personal information was leaked
2 The importance of the personal information
3 That there was no intent or negligence
4 The extent of the damage",
금융보안법률,개인정보보호,"Which of the following is NOT an appropriate description of the duties of the state, etc.?

1 The state and local governments must provide education and publicity for personal information protection.
2 The state and local governments must secure the necessary resources for personal information protection.
3 The state and local governments must encrypt all personal information for personal information protection.
4 The state and local governments must take technical and administrative measures for personal information protection.",
금융보안법률,개인정보보호,"What should a person who has received a disciplinary recommendation under Article 65 of the Personal Information Protection Act do?

1 Take legal action immediately  
2 Ignore the recommendation  
3 Respect the recommendation and report the outcome  
4 Comply within 30 days of receiving the recommendation",
금융보안법률,개인정보보호,"How is it regulated when a fixed video information processing device operator arbitrarily manipulates the device or points it elsewhere for purposes other than the original purpose of installation?

1 Permitted  
2 Partially permitted  
3 Prohibited  
4 Conditionally permitted",
금융보안법률,개인정보보호,"In which case can the data subject NOT request the deletion of their personal information?
1 When the personal information is incorrect
2 When the personal information is unnecessary
3 When the collection of the personal information is specified by other laws and regulations
4 When the personal information is outdated",
금융보안법률,개인정보보호,"Which of the following statements about the application of the ""Civil Procedure Act"" under the Act on Collective Actions for Personal Information is correct?

1 If there are no special provisions regarding collective actions, the ""Criminal Procedure Act"" is applied.
2 Matters concerning the procedures of collective actions are not prescribed by Supreme Court Rules.
3 If permission for a collective action is granted, a provisional disposition may be made in accordance with Part 4 of the ""Civil Execution Act.""
4 Matters concerning the procedures of collective actions are prescribed by Ministry of Justice regulations.",
금융보안법률,개인정보보호,"According to Article 51 ""Subject of Class Action, etc."" of the Personal Information Protection Act, which of the following is a correct requirement for a non-profit private organization to file a class action?

1 To be requested by 50 or more data subjects who have suffered the same legal or factual infringement
2 To have specified the protection of personal information as the organization's purpose in its articles of association and have a track record of activities for at least the past two years
3 To have at least 5,000 regular members in the organization
4 To have been registered under the Framework Act on Consumers and two years have passed since registration",
금융보안법률,개인정보보호,"According to Article 68 of the Personal Information Protection Act, how can the necessary expenses for the performance of duties by the entrusted institution be handled when the Protection Commission delegates or entrusts its authority?

1 The Protection Commission bears the expenses directly.
2 The institution itself bears the expenses.
3 The Protection Commission may provide funding.
4 Apply for government subsidies.",
금융보안법률,개인정보보호,"Which of the following statements about the composition of the Secretariat is correct?
1 The Secretariat is composed of up to 20 members, including one chairperson.
2 All members of the Secretariat are appointed by the President.
3 The Secretariat is composed of senior civil servants responsible for personal information protection.
4 The Secretariat is a subordinate organization of the Personal Information Dispute Mediation Committee.",
금융보안법률,개인정보보호,"Which of the following types of information is exempt from application under Article 58-2 of the Personal Information Protection Act?

1 Information related to national security
2 Information collected by the press for news gathering
3 Information that, considering time, cost, technology, etc., cannot be used to identify an individual even when combined with other information
4 Information collected for alumni association operations",
금융보안법률,개인정보보호,"In which of the following cases can a request for the disqualification of a member of the Dispute Mediation Committee be made?
1 When the member is a relative of a party involved in the case
2 When the member has testified regarding the case
3 When there are circumstances that make it difficult to expect fair deliberation and decision-making from the member
4 When the member was involved in the case as a representative of a party",
금융보안법률,개인정보보호,"According to Article 42 of the Personal Information Protection Act, which of the following is NOT a reason for a member of the Dispute Mediation Committee to be excluded from deliberation and resolution?

1 The member is related by blood or marriage to a party involved in the case.
2 The member has testified regarding the case.
3 The member has an interest in the case.
4 The member was involved in the case as a representative.",
금융보안법률,개인정보보호,"According to Article 37-2 of the Personal Information Protection Act, which of the following is NOT a right that a data subject may have regarding automated decisions?

1 The right to refuse automated decisions  
2 The right to request an explanation of automated decisions  
3 The right to change the criteria of automated decisions  
4 The right to verify the procedures of automated decisions",
금융보안법률,개인정보보호,"According to Article 27 of the Personal Information Protection Act, if the business transferor is unable to notify the data subjects when transferring personal information, which of the following is NOT an appropriate method?

1 Posting at the business premises for at least 30 days  
2 Announcing in a local newspaper  
3 Transferring without the data subject’s consent  
4 Posting on the website for at least 30 days",
금융보안법률,개인정보보호,"Which of the following cases may be subject to a fine of up to 30 million won under Article 75 of the Personal Information Protection Act?

1 Installing or operating a fixed video surveillance device in violation of Article 25, Paragraph 2
2 Filming a person’s image with a mobile video surveillance device in violation of Article 25-2, Paragraph 2
3 Failing to notify the data subject of the facts in violation of Article 20, Paragraph 1
4 Failing to inform about the possibility of disclosure of sensitive information in violation of Article 23, Paragraph 2",
금융보안법률,개인정보보호,"Which of the following cases may be subject to a fine of up to 50 million won under Article 75 of the Personal Information Protection Act?

1 Refusing to provide goods or services in violation of Article 16(3)
2 Failing to inform the data subject of the facts in violation of Article 20(1)
3 Installing or operating a fixed-type video information processing device in violation of Article 25(2)
4 Failing to take necessary measures such as destroying personal information in violation of Article 21(1)",
금융보안법률,개인정보보호,"According to Article 66 of the Personal Information Protection Act, which of the following is NOT subject to public disclosure by the Protection Commission?
1 Recommendations for improvement under Article 61
2 Corrective action orders under Article 64
3 Annual reports under Article 67
4 Imposition of administrative fines under Article 75",
금융보안법률,개인정보보호,"Which of the following is NOT something that must be notified to the applicant when the Dispute Mediation Committee extends the processing period?
1 The reason for the extension
2 The extended period
3 The content of the mediation proposal
4 Other matters related to the extension of the period",
금융보안법률,개인정보보호,"According to Article 55 of the Personal Information Protection Act, what actions can be taken regarding the decision to permit a class action?
1 Appeal
2 Final appeal
3 Immediate appeal
4 Retrial",
금융보안법률,개인정보보호,"According to Article 47 of the Personal Information Protection Act, which of the following is NOT something that can be included in a settlement proposal prepared by the Dispute Mediation Committee?

1 Suspension of the investigated violation
2 Restoration to original state, compensation for damages, and other necessary remedies
3 Criminal punishment for the violation
4 Necessary measures to prevent recurrence",
금융보안법률,개인정보보호,"What should you do if it is difficult to report a personal information breach within 72 hours?
1 Give up on reporting.
2 Do not report even after 72 hours.
3 Report without delay after the reason for the delay has been resolved.
4 You do not need to report within 72 hours.",
금융보안법률,개인정보보호,"Which of the following is NOT an appropriate security measure that a personal information processor handling pseudonymized information must comply with?

1 Store pseudonymized information and additional information separately.
2 Record and keep a log of the processing of pseudonymized information.
3 If pseudonymized information is destroyed, keep the records for at least three years.
4 Store the additional information required to restore the pseudonymized information to its original state together with the pseudonymized information.",
금융보안법률,개인정보보호,"Which of the following is NOT an obligation related to safety measures that a personal data handler must comply with when processing pseudonymized information?
1 Clearly recording and storing the purpose of processing pseudonymized information
2 Being able to separately determine the processing period for pseudonymized information
3 Storing additional information required to restore pseudonymized information to its original state separately
4 Processing pseudonymized information for the purpose of identifying a specific individual",
금융보안법률,개인정보보호,"According to Article 9 of the Personal Information Protection Act, which of the following is NOT a required item to be included in the Basic Plan for Personal Information Protection?
1 The basic goals and direction for personal information protection
2 Improvement of systems and laws related to personal information protection
3 Training of professionals for personal information protection
4 Measures for securing a budget for personal information protection",
금융보안법률,개인정보보호,"Which of the following is NOT a policy that the government should establish to enhance the level of personal information protection in the international environment?

1 Cooperation with international organizations for personal information protection  
2 Research on laws and regulations related to personal information protection  
3 Support for technological development related to personal information protection  
4 Fostering and supporting institutions related to personal information protection",
금융보안법률,개인정보보호,"Which of the following does NOT fall under the jurisdiction of the Protection Committee?

1 Matters related to the improvement of laws and regulations concerning personal information protection  
2 Exchange and cooperation with international organizations and foreign personal information protection agencies for personal information protection  
3 Support and dissemination of technology development, standardization of technology, and training of professionals related to personal information protection  
4 Legal representation in lawsuits related to legal disputes concerning personal information protection",
금융보안법률,개인정보보호,"Which of the following statements about the composition of the Personal Information Protection Commission is NOT correct?

1 The Personal Information Protection Commission is composed of nine members, including two standing members.
2 The chairperson of the Personal Information Protection Commission is appointed upon the recommendation of the Prime Minister.
3 The members of the Personal Information Protection Commission are appointed from among those with ample experience and expertise in personal information protection.
4 The members of the Personal Information Protection Commission are appointed directly by the President.",
금융보안법률,개인정보보호,"Which of the following is NOT required to be included in a privacy policy?
1 The purpose of processing personal information
2 Matters regarding the provision of personal information to third parties
3 The name of the person responsible for personal information protection
4 The reason for keeping the privacy policy confidential",
금융보안법률,개인정보보호,"According to Article 8-2 of the Personal Information Protection Act, which of the following is NOT something that must be included when assessing factors that may infringe on personal information?

1 Areas and items to be assessed  
2 Analysis and assessment of risk factors for personal information infringement according to assessment criteria  
3 Details of actions taken and improvement plans based on the results of the analysis and assessment in item 3  
4 Contact information of the personal information handler",
금융보안법률,개인정보보호,"Which of the following is NOT a matter that the Protection Committee can evaluate regarding the personal information processing policy?
1 The purpose of processing personal information
2 Matters regarding the provision of personal information to third parties
3 Procedures and methods for destroying personal information
4 The source of collection of personal information",
금융보안법률,개인정보보호,"Which of the following is NOT a case where a personal information controller may use personal information for purposes other than the original intent or provide it to a third party?
1 When separate consent has been obtained from the data subject
2 When there are special provisions in other laws
3 When it is clearly deemed necessary for the urgent benefit of the life, body, or property of the data subject or a third party
4 When the personal information controller arbitrarily decides it is necessary",
금융보안법률,개인정보보호,"Which of the following is NOT one of the personal information protection principles specified in Article 3 of the Personal Information Protection Act?

1 A personal information controller must clearly specify the purpose of processing personal information.
2 A personal information controller must process personal information in an anonymous or pseudonymous form.
3 A personal information controller must process personal information appropriately within the necessary scope for the processing purpose.
4 A personal information controller must obtain the data subject’s consent when collecting personal information.",
금융보안법률,개인정보보호,"Which of the following documents is NOT required to be submitted to the specialized data combination agency by a personal information controller applying for the combination of pseudonymized information?
1 Business registration certificate
2 Documents related to the pseudonymized information to be combined
3 Documents that can prove the purpose of the combination
4 The personal information protection policy of the personal information controller",
금융보안법률,개인정보보호,"Which of the following is NOT an item that an organization filing a class action lawsuit must include in its application for permission to sue?
1 Plaintiff and their legal representative
2 Defendant
3 Details of the rights of the data subject that have been infringed
4 Whether the personal information processor has refused mediation",
금융보안법률,개인정보보호,"Which of the following statements about the extension of payment deadlines and installment payments of administrative fines under Article 64-2 of the Personal Information Protection Act is NOT correct?

1 The extension of the payment deadline cannot exceed two years from the day after the original payment deadline.
2 When paying in installments, the interval between each installment payment deadline cannot exceed six months.
3 The number of installment payments cannot exceed six times.
4 Prior approval from the Protection Commission is not required when extending the payment deadline.",
금융보안법률,개인정보보호,"Which of the following is NOT required to be included on the notice board that must be installed by operators of fixed video information processing devices?
1 Purpose and location of installation
2 Scope and time of recording
3 Contact information of the person in charge of management
4 Whether the audio recording function is used",
금융보안법률,개인정보보호,"Which of the following is NOT a disqualification under Article 7-7 of the Personal Information Protection Act?

1 A person who is not a citizen of the Republic of Korea  
2 A person who falls under any of the subparagraphs of Article 33 of the National Public Service Act  
3 A party member under Article 22 of the Political Parties Act  
4 A person who is a citizen of the Republic of Korea",
금융보안법률,개인정보보호,"According to Article 17 of the Personal Information Protection Act, which of the following is NOT a condition that a personal information processor must satisfy when obtaining the consent of the data subject?

1 The data subject must be able to decide whether to give consent based on their free will.
2 The content for which consent is being sought must be specific and clear.
3 The wording used must be easy to read and understand.
4 Consent must be obtained only in writing.",
금융보안법률,개인정보보호,"Which of the following statements about the composition of the Protection Committee is correct?
1 The Protection Committee is composed of 5 members.
2 The Protection Committee is composed of 10 members.
3 The Protection Committee is composed of 15 members.
4 The Protection Committee is composed of 20 members.",
금융보안법률,개인정보보호,"Which of the following statements about the preliminary status inspection under Article 63-2 of the Personal Information Protection Act is correct?

1 The Protection Commission may conduct a status inspection on personal information controllers with a low risk of personal information breach incidents.
2 If the Protection Commission discovers any violations of the law through the status inspection, it may order corrective measures.
3 A personal information controller who has received a recommendation for corrective action must notify whether they accept it within 30 days from the date of notification.
4 The Protection Commission may conduct the status inspection jointly with the head of the relevant central administrative agency.",
