Domain,Sub_domain,Question
금융보안법률,개인정보보호,"개인정보보호법 제50조의2에서 언급된 개선의견의 통보는 주로 어떤 목적으로 이루어지는가?
1 개인정보처리자의 처벌 강화
2 정보주체의 권리 보호 및 개인정보 보호
3 개인정보 유출 사건의 공개
4 개인정보 처리의 효율성 증대"
금융보안법률,개인정보보호,"개인정보보호법 제47조에 따르면, 분쟁조정위원회가 조정안을 제시한 후 당사자가 수락 여부를 알리지 않으면 어떻게 되는가?
1 조정이 자동으로 거부된다.
2 조정이 자동으로 수락된다.
3 조정이 자동으로 중지된다.
4 조정이 자동으로 연기된다."
금융보안법률,개인정보보호,"가명정보 처리 과정에서 특정 개인을 알아볼 수 있는 정보가 생성된 경우, 제28조의5에 따라 취해야 할 조치는 무엇인가?
1 해당 정보를 즉시 파기하고, 3년 이상 보관한다.
2 해당 정보의 처리를 중지하고, 지체 없이 회수ㆍ파기한다.
3 해당 정보를 안전하게 보관하고, 처리 목적을 변경한다.
4 해당 정보를 제3자에게 제공하고, 기록을 보관한다."
금융보안법률,개인정보보호,"개인정보보호법 제69조에 따르면 보호위원회 또는 관계 중앙행정기관의 장의 권한을 위탁한 업무에 종사하는 관계 기관의 임직원은 어떤 경우에 공무원으로 간주되는가?
1 보호위원회의 내부 규정을 위반할 때
2 형법 제129조부터 제132조까지의 규정을 적용할 때
3 보호위원회의 예산을 집행할 때
4 보호위원회의 내부 회의에 참석할 때"
금융보안법률,개인정보보호,"개인정보보호법 제47조에 의거하여, 조정안을 제시받은 당사자가 제시받은 날부터 며칠 이내에 수락 여부를 알리지 않으면 조정을 수락한 것으로 보는가?
1 7일
2 10일
3 15일
4 20일"
금융보안법률,개인정보보호,"개인정보보호법 제39조에 따르면, 개인정보처리자가 개인정보의 분실, 도난, 유출, 위조, 변조 또는 훼손으로 인해 손해배상책임을 지게 되는 경우, 정보주체가 청구할 수 있는 손해배상액의 최대 한도는 얼마인가?
1 100만원
2 200만원
3 300만원
4 400만원"
금융보안법률,개인정보보호,"분쟁조정위원회가 분쟁조정 신청을 받은 날로부터 조정안을 작성해야 하는 기간은 며칠인가?
1 30일
2 45일
3 60일
4 90일"
금융보안법률,개인정보보호,"개인정보처리자가 개인정보 유출 사실을 알게 되었을 때, 개인정보보호법 제39조에 따라 신고해야 하는 시간은?
1 24시간 이내
2 48시간 이내
3 72시간 이내
4 96시간 이내"
금융보안법률,개인정보보호,"개인정보보호법 제63조에 의거하여 보호위원회가 자료를 전자화한 경우, 반드시 해야 할 조치는 무엇인가?
1 자료의 양을 줄이는 조치
2 자료의 정확성을 검증하는 조치
3 개인정보 및 영업비밀 유출 방지를 위한 보완조치
4 자료의 공개를 위한 준비 조치"
금융보안법률,개인정보보호,"보호위원회의 위원으로 임명될 수 없는 사람에 해당하지 않는 것은?
1 파산선고를 받은 사람
2 금고 이상의 형의 선고유예를 받은 사람
3 개인정보 보호 관련 업무를 담당하는 공무원
4 성폭력범죄로 유죄 판결을 받은 사람"
금융보안법률,개인정보보호,"보호위원회가 심의ㆍ의결하는 사항에 해당하지 않는 것은?
1 개인정보 침해요인 평가에 관한 사항
2 기본계획 및 시행계획에 관한 사항
3 개인정보 보호를 위한 국제기구와의 협력에 관한 사항
4 관계 기관에 대한 개선 권고 사항"
금융보안법률,개인정보보호,"개인정보보호법 제65조에 따르면, 개인정보 보호위원회가 고발 및 징계권고를 할 수 있는 경우는 무엇인가?
1 개인정보 유출이 발생한 경우
2 개인정보 처리방침을 위반한 경우
3 개인정보보호법을 위반한 경우
4 개인정보 보유기간을 초과한 경우"
금융보안법률,개인정보보호,"개인정보 보호의 날에 대한 설명으로 옳은 것은?
1 매년 10월 1일로 지정된다.
2 개인정보 보호의 날은 법적으로 지정되지 않았다.
3 개인정보 보호의 날은 매년 9월 30일로 지정된다.
4 개인정보 보호의 날은 매년 12월 31일로 지정된다."
금융보안법률,개인정보보호,"개인정보 침해요인 평가에서 평가기준에 포함되지 않는 항목은 무엇인가?
1 개인정보파일에 포함되는 개인정보의 종류 및 성질
2 개인정보 침해의 위험요인별 조치 여부
3 개인정보 유출 시 대처 방안
4 개인정보 침해의 가능성"
금융보안법률,개인정보보호,"개인정보보호법 제39조의7에 따르면, 개인정보처리자가 손해배상책임의 이행을 위해 취해야 할 조치로 적절하지 않은 것은?
1 보험 또는 공제에 가입
2 준비금 적립
3 개인정보 유출 시 즉시 통보
4 대통령령으로 정하는 기준에 따른 조치"
금융보안법률,개인정보보호,"개인정보보호법 제70조에 따라 처벌받을 수 있는 행위로 옳지 않은 것은?
1 거짓이나 부정한 수단으로 개인정보를 취득하여 영리 목적으로 제3자에게 제공한 자
2 공공기관의 개인정보 처리업무를 방해할 목적으로 개인정보를 변경한 자
3 개인정보를 보호하기 위해 암호화한 자
4 부정한 방법으로 취득한 개인정보를 제3자에게 알선한 자"
금융보안법률,개인정보보호,"개인정보보호법 제1조의 목적에 해당하지 않는 것은 무엇입니까?
1 개인정보의 안전한 처리를 도모함
2 개인정보의 자기결정권을 보장함
3 개인정보의 국제적 유통을 촉진함
4 개인정보의 남용과 오용을 방지함"
금융보안법률,개인정보보호,"개인정보보호법 제64조에 따라 보호위원회가 개인정보 보호를 위해 명할 수 있는 조치가 아닌 것은?
1 개인정보 침해행위의 중지
2 개인정보 처리의 일시적인 정지
3 개인정보의 삭제
4 그 밖에 개인정보의 보호 및 침해 방지를 위한 조치"
금융보안법률,개인정보보호,"단체소송의 소송허가신청서에 첨부해야 하는 자료로 옳은 것은?
1 소송의 예상 비용
2 소제기단체의 재정 상태
3 개인정보처리자가 조정을 거부하였음을 증명하는 서류
4 원고의 개인 신상 정보"
금융보안법률,개인정보보호,"개인정보 영향평가의 평가기준에 포함되지 않는 항목은?
1 개인정보파일에 포함되는 개인정보의 종류 및 성질
2 개인정보 침해의 위험요인별 조치 여부
3 개인정보파일의 보관 장소
4 안전성 확보 조치의 수준"
금융보안법률,개인정보보호,"개인정보보호법 제39조의2에 따르면, 정보주체가 개인정보처리자의 고의 또는 과실로 인해 개인정보가 훼손된 경우, 해당 개인정보처리자가 책임을 면하기 위해 입증해야 하는 것은 무엇인가?
1 개인정보의 유출 경로
2 개인정보의 중요성
3 고의 또는 과실이 없음을 입증
4 손해의 규모"
금융보안법률,개인정보보호,"국가 등의 책무에 대한 설명으로 적절하지 않은 것은?
1 국가와 지방자치단체는 개인정보 보호를 위한 교육과 홍보를 실시해야 한다.
2 국가와 지방자치단체는 개인정보 보호를 위해 필요한 재원을 확보해야 한다.
3 국가와 지방자치단체는 개인정보 보호를 위해 모든 개인정보를 암호화해야 한다.
4 국가와 지방자치단체는 개인정보 보호를 위한 기술적, 관리적 조치를 취해야 한다."
금융보안법률,개인정보보호,"개인정보보호법 제65조에 따른 징계권고를 받은 사람은 어떻게 해야 하는가?
1 즉시 법적 대응을 해야 한다
2 권고를 무시할 수 있다
3 권고를 존중하고 결과를 통보해야 한다
4 권고를 받은 후 30일 이내에 이행해야 한다"
금융보안법률,개인정보보호,"고정형 영상정보처리기기운영자가 고정형 영상정보처리기기의 설치 목적과 다른 목적으로 기기를 임의로 조작하거나 다른 곳을 비추는 행위는 어떻게 규정되어 있는가?
1 허용된다
2 일부 허용된다
3 금지된다
4 조건부로 허용된다"
금융보안법률,개인정보보호,"정보주체가 개인정보의 삭제를 요구할 수 없는 경우는?
1 개인정보가 잘못된 경우
2 개인정보가 불필요한 경우
3 다른 법령에서 수집 대상으로 명시된 경우
4 개인정보가 오래된 경우"
금융보안법률,개인정보보호,"다음 중 개인정보 단체소송에 관한 법률에서 ""민사소송법""의 적용에 대한 설명으로 옳은 것은?
1 단체소송에 관한 특별한 규정이 없는 경우 ""형사소송법""을 적용한다.
2 단체소송의 절차에 관한 사항은 대법원규칙으로 정하지 않는다.
3 단체소송의 허가결정이 있는 경우 ""민사집행법"" 제4편에 따른 보전처분을 할 수 있다.
4 단체소송의 절차에 관한 사항은 법무부 규칙으로 정한다."
금융보안법률,개인정보보호,"개인정보보호법 '제51조 단체소송의 대상 등'에 따라 비영리민간단체가 단체소송을 제기하기 위한 요건으로 옳은 것은?
1 법률상 또는 사실상 동일한 침해를 입은 50명 이상의 정보주체로부터 요청받을 것
2 정관에 개인정보 보호를 단체의 목적으로 명시한 후 최근 2년 이상 활동실적이 있을 것
3 단체의 상시 구성원수가 5천명 이상일 것
4 소비자기본법에 따라 등록 후 2년이 경과하였을 것"
금융보안법률,개인정보보호,"개인정보보호법 제68조에 의거하여 보호위원회가 권한을 위임하거나 위탁할 때, 위탁받는 기관의 업무 수행을 위해 필요한 경비를 어떻게 처리할 수 있는가?
1 보호위원회가 직접 부담한다.
2 해당 기관이 자체적으로 부담한다.
3 보호위원회가 출연할 수 있다.
4 정부 보조금을 신청한다."
금융보안법률,개인정보보호,"사무처의 구성에 관한 설명으로 옳은 것은?
1 사무처는 위원장 1명을 포함한 20명 이내의 위원으로 구성된다.
2 사무처의 위원은 모두 대통령이 임명한다.
3 사무처는 개인정보 보호에 관한 업무를 담당하는 고위공무원단으로 구성된다.
4 사무처는 개인정보 분쟁조정위원회의 하위 조직이다."
금융보안법률,개인정보보호,"다음 중 개인정보보호법 제58조의2에 따라 적용이 제외되는 정보는 무엇인가?
1 국가안전보장과 관련된 정보
2 언론이 취재를 위해 수집한 정보
3 시간, 비용, 기술 등을 고려할 때 다른 정보를 사용하여도 개인을 알아볼 수 없는 정보
4 동창회 운영을 위해 수집된 정보"
금융보안법률,개인정보보호,"다음 중 분쟁조정위원회의 위원에 대한 기피 신청을 할 수 있는 경우는?
1 위원이 해당 사건의 당사자와 친족이었던 경우
2 위원이 해당 사건에 관하여 증언을 한 경우
3 위원에게 공정한 심의ㆍ의결을 기대하기 어려운 사정이 있는 경우
4 위원이 해당 사건의 당사자의 대리인으로서 관여하였던 경우"
금융보안법률,개인정보보호,"개인정보보호법 제42조에 따르면, 분쟁조정위원회의 위원이 심의ㆍ의결에서 제척되는 경우가 아닌 것은?
1 위원이 사건의 당사자와 친족이었던 경우
2 위원이 사건에 관하여 증언을 한 경우
3 위원이 사건의 당사자와 이해관계가 있는 경우
4 위원이 사건의 대리인으로서 관여하였던 경우"
금융보안법률,개인정보보호,"개인정보보호법 제37조의2에 따르면, 정보주체가 자동화된 결정에 대해 가질 수 있는 권리가 아닌 것은?
1 자동화된 결정을 거부할 권리
2 자동화된 결정에 대한 설명을 요구할 권리
3 자동화된 결정의 기준을 변경할 권리
4 자동화된 결정의 절차를 확인할 권리"
금융보안법률,개인정보보호,"개인정보보호법 제27조에 의거하여, 영업양도자가 개인정보 이전 시 정보주체에게 알릴 수 없는 경우, 다음 중 적절한 방법이 아닌 것은?
1 사업장에 30일 이상 게시
2 지역 신문에 공고
3 정보주체의 동의 없이 이전
4 인터넷 홈페이지에 30일 이상 게재"
금융보안법률,개인정보보호,"다음 중 개인정보보호법 제75조에 따라 3천만원 이하의 과태료를 부과받을 수 있는 경우는?
1 제25조제2항을 위반하여 고정형 영상정보처리기기를 설치ㆍ운영한 경우
2 제25조의2제2항을 위반하여 이동형 영상정보처리기기로 사람의 영상을 촬영한 경우
3 제20조제1항을 위반하여 정보주체에게 사실을 알리지 않은 경우
4 제23조제2항을 위반하여 민감정보의 공개 가능성을 알리지 않은 경우"
금융보안법률,개인정보보호,"다음 중 개인정보보호법 제75조에 따라 5천만원 이하의 과태료를 부과받을 수 있는 경우는?
1 제16조제3항을 위반하여 재화 또는 서비스의 제공을 거부한 경우
2 제20조제1항을 위반하여 정보주체에게 사실을 알리지 않은 경우
3 제25조제2항을 위반하여 고정형 영상정보처리기기를 설치ㆍ운영한 경우
4 제21조제1항을 위반하여 개인정보의 파기 등 필요한 조치를 하지 않은 경우"
금융보안법률,개인정보보호,"개인정보보호법 제66조에 따르면, 보호위원회가 공표할 수 있는 내용에 해당하지 않는 것은 무엇인가?
1 제61조에 따른 개선권고
2 제64조에 따른 시정조치 명령
3 제67조에 따른 연차보고
4 제75조에 따른 과태료 부과"
금융보안법률,개인정보보호,"분쟁조정위원회가 처리기간을 연장할 경우, 신청인에게 알려야 하는 사항이 아닌 것은?
1 기간연장의 사유
2 연장된 기간
3 조정안의 내용
4 그 밖의 기간연장에 관한 사항"
금융보안법률,개인정보보호,"개인정보보호법 제55조에 의거하여, 단체소송의 허가 여부에 대한 결정에 대해 취할 수 있는 조치는 무엇입니까?
1 항소
2 상고
3 즉시항고
4 재심"
금융보안법률,개인정보보호,"개인정보보호법 제47조에 따르면, 분쟁조정위원회가 작성할 수 있는 조정안에 포함될 수 있는 사항이 아닌 것은?
1 조사 대상 침해행위의 중지
2 원상회복, 손해배상, 그 밖에 필요한 구제조치
3 침해행위에 대한 형사처벌
4 재발 방지를 위한 필요한 조치"
금융보안법률,개인정보보호,"개인정보 유출 신고 시, 72시간 이내에 신고하기 어려운 경우 어떻게 해야 하는가?
1 신고를 포기한다.
2 72시간 이후에도 신고하지 않는다.
3 해당 사유가 해소된 후 지체 없이 신고한다.
4 72시간 이내에 신고하지 않아도 된다."
금융보안법률,개인정보보호,"가명정보를 처리하는 개인정보처리자가 준수해야 할 안전조치로 적절하지 않은 것은?
1 가명정보와 추가 정보를 분리하여 보관한다.
2 가명정보의 처리 내용을 기록하여 보관한다.
3 가명정보를 파기한 경우 3년 이상 기록을 보관한다.
4 가명정보를 원래 상태로 복원하기 위한 추가 정보를 함께 보관한다."
금융보안법률,개인정보보호,"개인정보 처리자가 가명정보를 처리할 때 준수해야 할 안전조치 의무에 해당하지 않는 것은?
1 가명정보의 처리 목적을 명확히 기록하고 보관
2 가명정보의 처리 기간을 별도로 정할 수 있음
3 가명정보를 원래 상태로 복원하기 위한 추가 정보를 별도로 분리하여 보관
4 가명정보를 특정 개인을 알아보기 위한 목적으로 처리"
금융보안법률,개인정보보호,"개인정보보호법 제9조에 따라 개인정보 보호 기본계획에 포함되어야 할 사항으로 옳지 않은 것은?
1 개인정보 보호의 기본목표와 추진방향
2 개인정보 보호와 관련된 제도 및 법령의 개선
3 개인정보 보호를 위한 전문인력의 양성
4 개인정보 보호를 위한 예산 확보 방안"
금융보안법률,개인정보보호,"정부가 국제적 환경에서 개인정보 보호 수준을 향상시키기 위해 마련해야 하는 시책에 해당하지 않는 것은?
1 개인정보 보호를 위한 국제기구와의 협력
2 개인정보 보호에 관한 법령 조사
3 개인정보 보호에 관한 기술개발 지원
4 개인정보 보호와 관련된 기관의 육성 및 지원"
금융보안법률,개인정보보호,"보호위원회의 소관 사무에 해당하지 않는 것은?
1 개인정보 보호와 관련된 법령의 개선에 관한 사항
2 개인정보 보호를 위한 국제기구 및 외국의 개인정보 보호기구와의 교류ㆍ협력
3 개인정보 보호에 관한 기술개발의 지원ㆍ보급, 기술의 표준화 및 전문인력의 양성에 관한 사항
4 개인정보 보호와 관련된 법적 분쟁의 소송 대리"
금융보안법률,개인정보보호,"다음 중 개인정보 보호위원회의 구성에 대한 설명으로 옳지 않은 것은?
1 개인정보 보호위원회는 상임위원 2명을 포함한 9명의 위원으로 구성된다.
2 개인정보 보호위원회의 위원장은 국무총리의 제청으로 임명된다.
3 개인정보 보호위원회의 위원은 개인정보 보호에 관한 경력과 전문지식이 풍부한 사람 중에서 임명된다.
4 개인정보 보호위원회의 위원은 대통령이 직접 임명한다."
금융보안법률,개인정보보호,"다음 중 개인정보 처리방침에 포함되어야 할 사항으로 옳지 않은 것은?
1 개인정보의 처리 목적
2 개인정보의 제3자 제공에 관한 사항
3 개인정보 보호책임자의 성명
4 개인정보 처리방침의 비공개 사유"
금융보안법률,개인정보보호,"개인정보보호법 제8조의2에 따르면 개인정보 침해요인 평가 시 포함되어야 할 사항이 아닌 것은?
1 평가 분야 및 항목
2 평가기준에 따른 개인정보 침해의 위험요인에 대한 분석ㆍ평가
3 제3호의 분석ㆍ평가 결과에 따라 조치한 내용 및 개선계획
4 개인정보 처리자의 연락처"
금융보안법률,개인정보보호,"보호위원회가 개인정보 처리방침에 대해 평가할 수 있는 사항으로 옳지 않은 것은?
1 개인정보의 처리 목적
2 개인정보의 제3자 제공에 관한 사항
3 개인정보의 파기절차 및 파기방법
4 개인정보의 수집 출처"
금융보안법률,개인정보보호,"다음 중 개인정보처리자가 개인정보를 목적 외의 용도로 이용하거나 제3자에게 제공할 수 있는 경우가 아닌 것은?
1 정보주체로부터 별도의 동의를 받은 경우
2 다른 법률에 특별한 규정이 있는 경우
3 명백히 정보주체 또는 제3자의 급박한 생명, 신체, 재산의 이익을 위하여 필요하다고 인정되는 경우
4 개인정보처리자가 임의로 판단하여 필요한 경우"
금융보안법률,개인정보보호,"다음 중 개인정보보호법 제3조에 명시된 개인정보 보호 원칙에 해당하지 않는 것은?
1 개인정보처리자는 개인정보의 처리 목적을 명확하게 하여야 한다.
2 개인정보처리자는 개인정보를 익명 또는 가명으로 처리하여야 한다.
3 개인정보처리자는 개인정보의 처리 목적에 필요한 범위에서 적합하게 처리하여야 한다.
4 개인정보처리자는 개인정보를 수집할 때 정보주체의 동의를 받아야 한다."
금융보안법률,개인정보보호,"가명정보의 결합을 신청하려는 개인정보처리자가 결합전문기관에 제출해야 하는 서류로 옳지 않은 것은?
1 사업자등록증
2 결합 대상 가명정보에 관한 서류
3 결합 목적을 증명할 수 있는 서류
4 개인정보처리자의 개인정보 보호정책"
금융보안법률,개인정보보호,"단체소송을 제기하는 단체가 소송허가신청서를 제출할 때 기재해야 하는 사항이 아닌 것은?
1 원고 및 그 소송대리인
2 피고
3 정보주체의 침해된 권리의 내용
4 개인정보처리자의 조정 거부 여부"
금융보안법률,개인정보보호,"개인정보보호법 제64조의2에 따른 과징금 납부기한 연기 및 분할 납부에 대한 설명으로 옳지 않은 것은?
1 납부기한 연기는 원래 납부기한의 다음 날부터 2년을 초과할 수 없다.
2 분할 납부 시 각 분할된 납부기한 간의 간격은 6개월을 초과할 수 없다.
3 분할 납부 횟수는 6회를 초과할 수 없다.
4 납부기한 연기 시 보호위원회의 사전 승인이 필요 없다."
금융보안법률,개인정보보호,"고정형 영상정보처리기기운영자가 설치해야 하는 안내판에 포함되어야 할 사항이 아닌 것은?
1 설치 목적 및 장소
2 촬영 범위 및 시간
3 관리책임자의 연락처
4 녹음기능 사용 여부"
금융보안법률,개인정보보호,"다음 중 개인정보보호법 제7조의7에 따른 결격사유에 해당하지 않는 사람은 누구인가?
1 대한민국 국민이 아닌 사람
2 「국가공무원법」 제33조 각 호의 어느 하나에 해당하는 사람
3 「정당법」 제22조에 따른 당원
4 대한민국 국민인 사람"
금융보안법률,개인정보보호,"개인정보보호법 제17조에 따라 개인정보처리자가 정보주체의 동의를 받을 때 충족해야 할 조건이 아닌 것은?
1 정보주체가 자유로운 의사에 따라 동의 여부를 결정할 수 있을 것
2 동의를 받으려는 내용이 구체적이고 명확할 것
3 그 내용을 쉽게 읽고 이해할 수 있는 문구를 사용할 것
4 동의 여부를 서면으로만 받을 것"
금융보안법률,개인정보보호,"보호위원회의 구성에 관한 설명으로 옳은 것은?
1 보호위원회는 5명의 위원으로 구성된다.
2 보호위원회는 10명의 위원으로 구성된다.
3 보호위원회는 15명의 위원으로 구성된다.
4 보호위원회는 20명의 위원으로 구성된다."
금융보안법률,개인정보보호,"개인정보보호법 제63조의2에 따른 사전 실태점검에 대한 설명으로 옳은 것은?
1 보호위원회는 개인정보 침해사고 발생의 위험성이 낮은 개인정보처리자에 대해 실태점검을 실시할 수 있다.
2 보호위원회는 실태점검을 통해 법을 위반하는 사항을 발견한 경우 시정조치를 명령할 수 있다.
3 시정권고를 받은 개인정보처리자는 이를 통보받은 날부터 30일 이내에 수락 여부를 통지해야 한다.
4 보호위원회는 관계 중앙행정기관의 장과 합동으로 실태점검을 실시할 수 있다."
금융보안법률,개인정보보호,"개인정보보호법 제73조에 따르면, 비밀유지명령을 신청한 자의 고소가 없으면 공소를 제기할 수 없는 죄는 무엇인가?
1 개인정보 유출
2 조사 방해
3 위조 및 변조
4 비밀유지명령 위반"
금융보안법률,개인정보보호,"다음 중 '비밀유지명령'에 대한 설명으로 옳은 것은?
1 비밀유지명령은 법원의 결정 없이도 효력이 발생한다.
2 비밀유지명령은 소송 당사자 외의 자에게도 적용될 수 있다.
3 비밀유지명령의 신청은 구두로도 가능하다.
4 비밀유지명령의 효력은 결정서가 송달된 때부터 발생한다."
금융보안법률,개인정보보호,"사전 실태점검에 관한 설명으로 적절하지 않은 것은?
1 보호위원회는 개인정보 침해사고 발생 위험성이 높은 경우 실태점검을 할 수 있다.
2 시정권고를 수락하지 않은 경우, 보호위원회는 검사를 할 수 있다.
3 보호위원회는 중앙행정기관과 합동으로 실태점검을 할 수 있다.
4 시정권고를 수락한 경우, 추가적인 법적 조치는 필요 없다."
금융보안법률,개인정보보호,"개인정보보호법 제7조의5에 의거하여, 위원이 그 의사에 반하여 면직 또는 해촉될 수 있는 사유로 옳지 않은 것은?
1 장기간 심신장애로 인하여 직무를 수행할 수 없게 된 경우
2 제7조의7의 결격사유에 해당하는 경우
3 이 법 또는 그 밖의 다른 법률에 따른 직무상의 의무를 위반한 경우
4 위원의 직무 수행 중 발생한 경미한 실수"
금융보안법률,개인정보보호,"다음 중 분쟁조정위원회의 위원이 제척되는 경우에 해당하지 않는 것은?
1 위원이 해당 사건의 당사자와 친족이었던 경우
2 위원이 해당 사건에 관하여 증언을 한 경우
3 위원이 해당 사건의 당사자의 대리인으로서 관여하였던 경우
4 위원이 해당 사건에 관하여 법률자문을 한 경우"
금융보안법률,개인정보보호,"개인정보보호법 제37조에 따르면, 정보주체가 개인정보 처리의 정지를 요구할 수 없는 경우는?
1 법률에 특별한 규정이 있는 경우
2 다른 사람의 생명ㆍ신체를 해할 우려가 있는 경우
3 공공기관이 소관 업무를 수행할 수 없는 경우
4 정보주체가 계약의 해지 의사를 명확하게 밝힌 경우"
금융보안법률,개인정보보호,"개인정보처리자가 개인정보를 수집할 수 있는 경우로 적절하지 않은 것은?
1 정보주체의 동의를 받은 경우
2 법률에 특별한 규정이 있는 경우
3 정보주체의 급박한 생명, 신체, 재산의 이익을 위해 필요한 경우
4 정보주체의 동의 없이 마케팅 목적으로 수집하는 경우"
금융보안법률,개인정보보호,"다음 중 개인정보처리자가 정보주체의 동의 없이 개인정보를 수집할 수 있는 경우가 아닌 것은?
1 법률에 특별한 규정이 있는 경우
2 공공기관이 법령 등에서 정하는 소관 업무의 수행을 위하여 불가피한 경우
3 정보주체와 체결한 계약을 이행하기 위하여 필요한 경우
4 정보주체의 동의를 받은 경우"
금융보안법률,신용정보,"신용정보 관련 산업의 육성을 위해 금융위원회가 할 수 있는 조치로 옳은 것은?
1 신용정보 제공능력의 향상 계획 수립
2 신용정보 보호를 위한 법률 제정
3 신용정보 관련 산업의 규제 강화
4 신용정보 제공업체의 수익성 분석"
금융보안법률,신용정보,"금융위원회가 신용정보 관련 산업의 육성 계획을 추진하기 위해 요청할 수 있는 대상은?
1 금융기관
2 관계 행정기관의 장
3 신용정보 제공업체
4 일반 국민"
금융보안법률,신용정보,"신용정보업 등의 허가를 받기 위해 필요한 절차로 옳은 것은?
1 금융위원회에 신청서를 제출하고 심사를 기다린다.
2 금융감독원에 직접 방문하여 허가를 요청한다.
3 허가를 받기 위해서는 국회의 승인이 필요하다.
4 허가 신청 후 6개월 이내에 결과를 통보받는다."
금융보안법률,신용정보,"신용정보업 허가와 관련하여 금융위원회가 할 수 있는 조치로 옳지 않은 것은?
1 허가에 조건을 붙일 수 있다.
2 허가 신청서를 보완 요구할 수 있다.
3 허가를 받은 후에도 조건을 변경할 수 없다.
4 허가 여부를 신청인에게 문서로 통지한다."
금융보안법률,신용정보,"신용정보업 등의 허가를 받을 수 있는 자에 대한 설명으로 옳은 것은?
1 개인신용평가업은 모든 법인이 허가를 받을 수 있다.
2 신용보증기금은 신용정보업 허가를 받을 수 있다.
3 채권추심업은 개인사업자만 허가를 받을 수 있다.
4 한국무역보험공사는 신용정보업 허가를 받을 수 없다."
금융보안법률,신용정보,"금융위원회의 승인을 받지 않고 신용정보회사의 주식을 취득한 경우, 해당 주식에 대해 취할 수 있는 조치는?
1 주식의 의결권을 행사할 수 있다.
2 주식을 6개월 이내에 처분해야 한다.
3 주식을 계속 보유할 수 있다.
4 주식의 소유를 신고하면 된다."
금융보안법률,신용정보,"신용정보회사, 본인신용정보관리회사 및 채권추심회사가 사업의 전부 또는 일부를 양도ㆍ양수하거나 합병하려는 경우 필요한 절차는?
1 금융위원회의 인가를 받아야 한다.
2 법무부의 승인을 받아야 한다.
3 국회의 동의를 받아야 한다.
4 대통령의 허가를 받아야 한다."
금융보안법률,신용정보,"신용정보회사 등이 사업을 양도하거나 합병한 경우, 양수인 또는 합병 후 존속하는 법인이 승계하는 것은?
1 양도인의 모든 채무
2 양도인의 신용정보회사로서의 지위
3 양도인의 모든 자산
4 양도인의 모든 계약"
금융보안법률,신용정보,"신용정보법 제11조에 따라 신용정보회사가 겸영할 수 있는 업무로 올바른 것은?
1 신용회복지원 협약에 따른 채권 서류의 집중 및 보관 업무
2 전자문서 및 전자거래 기본법에 따른 공인전자문서중계자의 업무
3 기업 및 법인 또는 그 상품의 홍보ㆍ광고
4 업무용 부동산의 임대차"
금융보안법률,신용정보,"신용정보법 감독규정 제11조의2에 따라 금융감독원장이 대주주 변경승인 심사와 관련하여 수행할 수 있는 업무로 옳은 것은?
1 대주주 변경승인 신청서 작성
2 이해관계인 등의 의견 수렴 및 공고
3 대주주 변경승인 결과의 직접 승인
4 대주주 변경승인 신청인의 자격 심사"
금융보안법률,신용정보,"부수업무로 금융위원회가 정하여 고시하는 업무에 해당하지 않는 것은?
1 업무용 부동산의 임대차
2 기업 및 법인 또는 그 상품의 홍보ㆍ광고
3 신용회복지원 협약에 따른 채권 서류의 집중 및 보관
4 대출 심사 및 승인"
금융보안법률,신용정보,"신용정보법 제12조에 의하면, 신용정보회사와 유사한 업무를 수행할 수 있도록 다른 법령에서 허용한 경우, 사용할 수 있는 명칭은 무엇인가?
1 신용조사
2 신용평가
3 신용관리
4 마이데이터"
금융보안법률,신용정보,"다음 중 신용정보회사 임원의 겸직 금지와 관련된 설명으로 옳은 것은?
1 임원은 금융위원회의 승인 없이 다른 비영리법인의 상무에 종사할 수 있다.
2 임원은 금융위원회의 승인 없이 다른 영리법인의 상무에 종사할 수 있다.
3 임원은 금융위원회의 승인 없이 신용정보를 제공할 수 있다.
4 임원은 금융위원회의 승인 없이 채권추심 업무를 수행할 수 있다."
금융보안법률,신용정보,"다음 중 금융위원회가 신용정보회사의 허가 또는 인가를 취소할 수 있는 경우에 해당하지 않는 것은?
1 거짓이나 부정한 방법으로 허가를 받은 경우
2 금융기관 등의 출자요건을 위반한 경우
3 허가받은 영업을 1년 이상 하지 않은 경우
4 신용정보를 분실하거나 유출한 경우"
금융보안법률,신용정보,"신용정보의 수집 및 처리 원칙에 따라 신용정보회사 등이 신용정보를 수집할 때 명확히 해야 하는 것은 무엇인가?
1 수집 및 처리의 목적
2 수집 및 처리의 비용
3 수집 및 처리의 시간
4 수집 및 처리의 장소"
금융보안법률,신용정보,"신용정보의 처리 위탁 시, 위탁자가 수탁자와 연대하여 책임을 지는 경우는?
1 수탁자가 신용정보주체의 동의를 받지 않은 경우
2 수탁자가 법을 위반하여 신용정보주체에게 손해를 가한 경우
3 수탁자가 위탁계약을 이행하지 않은 경우
4 수탁자가 신용정보를 잘못된 목적으로 사용한 경우"
금융보안법률,신용정보,"정보집합물의 결합 시, 결합의뢰기관이 데이터전문기관에 제공하는 정보집합물에 대해 취해야 할 조치로 옳은 것은?
1 결합키를 생성하지 않고 제공한다.
2 개인신용정보가 포함된 정보집합물은 가명처리한다.
3 결합된 정보집합물은 결합키를 포함하여 전달한다.
4 정보집합물의 내용을 암호화하지 않고 전달한다."
